Fecha;Año;Mes;Cliente;País;Producto;Valor;MétodoDePago
21/6/2020;2020;jun;alvaro Prieto;Colombia;Producto A;500,00 €;Tarjeta de débito
21/6/2020;2020;jun;alvaro Vega;España;Producto C;200,00 €;Tarjeta de crédito
21/6/2020;2020;jun;alvaro Reyes;Argentina;Producto D;600,00 €;Tarjeta de débito
21/6/2020;2020;jun;Cecilia Cortes;Colombia;Producto B;350,00 €;Tarjeta de débito
21/6/2020;2020;jun;Enrique Diez;México;Producto B;350,00 €;Transferencia bancaria
21/6/2020;2020;jun;Adriana Ramirez;Colombia;Producto C;200,00 €;Transferencia bancaria
22/6/2020;2020;jun;Julio Sanchez;Argentina;Producto D;600,00 €;Transferencia bancaria
22/6/2020;2020;jun;Julio Dominguez;España;Producto B;350,00 €;Tarjeta de crédito
22/6/2020;2020;jun;Julio Franco;México;Producto B;350,00 €;Tarjeta de débito
22/6/2020;2020;jun;Silvia Rodriguez;Chile;Producto C;200,00 €;Transferencia bancaria
22/6/2020;2020;jun;Silvia Fuentes;España;Producto C;200,00 €;Tarjeta de crédito
22/6/2020;2020;jun;Silvia Abad;España;Producto D;600,00 €;Tarjeta de débito
22/6/2020;2020;jun;Martin Lopez;Colombia;Producto C;200,00 €;Tarjeta de débito
22/6/2020;2020;jun;Gabriela Fernandez;México;Producto D;600,00 €;Tarjeta de crédito
22/6/2020;2020;jun;Gabriela Sanchez;Chile;Producto C;200,00 €;Tarjeta de crédito
22/6/2020;2020;jun;Gabriela Muñoz;Colombia;Producto D;600,00 €;Tarjeta de crédito
23/6/2020;2020;jun;oscar Gonzalez;México;Producto B;350,00 €;Transferencia bancaria
23/6/2020;2020;jun;Marina Martin;Argentina;Producto A;500,00 €;Tarjeta de débito
23/6/2020;2020;jun;Marina Caballero;España;Producto A;500,00 €;Transferencia bancaria
23/6/2020;2020;jun;Marina Pascual;Colombia;Producto B;350,00 €;Tarjeta de débito
23/6/2020;2020;jun;Marina Saenz;Argentina;Producto A;500,00 €;Transferencia bancaria
23/6/2020;2020;jun;Esteban Marin;México;Producto B;350,00 €;Tarjeta de crédito
23/6/2020;2020;jun;Esteban Herrero;Colombia;Producto C;200,00 €;Tarjeta de crédito
23/6/2020;2020;jun;Esteban Mariscal;España;Producto D;600,00 €;Tarjeta de crédito
23/6/2020;2020;jun;Irene Ruiz;Argentina;Producto D;600,00 €;Tarjeta de crédito
23/6/2020;2020;jun;Irene Torres;Colombia;Producto D;600,00 €;Tarjeta de crédito
23/6/2020;2020;jun;Fabian Moreno;México;Producto A;500,00 €;Tarjeta de débito
23/6/2020;2020;jun;Fabian Mendez;Colombia;Producto A;500,00 €;Transferencia bancaria
23/6/2020;2020;jun;Valentina Reyes;Argentina;Producto D;600,00 €;Tarjeta de crédito
23/6/2020;2020;jun;Tomas Nuñez;España;Producto D;600,00 €;Tarjeta de crédito
23/6/2020;2020;jun;Tomas Aguilar;México;Producto C;200,00 €;Tarjeta de débito
23/6/2020;2020;jun;Emilia Navarro;Chile;Producto B;350,00 €;Transferencia bancaria
23/6/2020;2020;jun;Emilia Molina;España;Producto D;600,00 €;Transferencia bancaria
23/6/2020;2020;jun;Emilia Caballero;España;Producto D;600,00 €;Tarjeta de débito
23/6/2020;2020;jun;Nuria Santiago;Colombia;Producto D;600,00 €;Tarjeta de crédito
24/6/2020;2020;jun;Nuria Parra;México;Producto B;350,00 €;Transferencia bancaria
24/6/2020;2020;jun;Cristian Alonso;Argentina;Producto D;600,00 €;Tarjeta de crédito
24/6/2020;2020;jun;Cristian Santiago;Chile;Producto B;350,00 €;Transferencia bancaria
24/6/2020;2020;jun;Marcos Escudero;Colombia;Producto B;350,00 €;Tarjeta de débito
24/6/2020;2020;jun;Julieta Ruiz;México;Producto C;200,00 €;Tarjeta de crédito
24/6/2020;2020;jun;Julieta alvarez;Argentina;Producto B;350,00 €;Tarjeta de débito
24/6/2020;2020;jun;Julieta Castillo;España;Producto A;500,00 €;Transferencia bancaria
24/6/2020;2020;jun;Melina Suarez;Colombia;Producto C;200,00 €;Tarjeta de débito
24/6/2020;2020;jun;Melina Iglesias;Argentina;Producto C;200,00 €;Tarjeta de débito
25/6/2020;2020;jun;Adrian Lopez;México;Producto B;350,00 €;Transferencia bancaria
25/6/2020;2020;jun;Adrian Aguilar;Colombia;Producto A;500,00 €;Tarjeta de crédito
25/6/2020;2020;jun;Noelia Torres;España;Producto C;200,00 €;Tarjeta de débito
25/6/2020;2020;jun;Noelia Blanco;Argentina;Producto B;350,00 €;Tarjeta de débito
25/6/2020;2020;jun;Felix Jimenez;Colombia;Producto C;200,00 €;Tarjeta de crédito
25/6/2020;2020;jun;Jimena Saez;México;Producto D;600,00 €;Tarjeta de crédito
25/6/2020;2020;jun;Nicolas Herrera;Colombia;Producto D;600,00 €;Tarjeta de crédito
25/6/2020;2020;jun;Nicolas Montero;Argentina;Producto B;350,00 €;Transferencia bancaria
25/6/2020;2020;jun;Bianca Prieto;España;Producto C;200,00 €;Tarjeta de crédito
26/6/2020;2020;jun;Bianca Pacheco;México;Producto A;500,00 €;Tarjeta de crédito
26/6/2020;2020;jun;Bianca Tejada;Chile;Producto A;500,00 €;Tarjeta de débito
26/6/2020;2020;jun;Mauricio Serrano;España;Producto D;600,00 €;Tarjeta de crédito
26/6/2020;2020;jun;Mauricio Santiago;España;Producto C;200,00 €;Transferencia bancaria
26/6/2020;2020;jun;Mauricio Villanueva;Colombia;Producto B;350,00 €;Tarjeta de crédito
26/6/2020;2020;jun;Florencia Solis;México;Producto B;350,00 €;Tarjeta de débito
26/6/2020;2020;jun;Florencia Cuesta;Chile;Producto A;500,00 €;Transferencia bancaria
27/6/2020;2020;jun;Florencia Bautista;Colombia;Producto B;350,00 €;Transferencia bancaria
27/6/2020;2020;jun;Sebastian Herrero;México;Producto A;500,00 €;Tarjeta de débito
27/6/2020;2020;jun;Sebastian Tejada;Argentina;Producto B;350,00 €;Transferencia bancaria
27/6/2020;2020;jun;Renata Santiago;España;Producto D;600,00 €;Tarjeta de crédito
27/6/2020;2020;jun;Renata Carrasco;Colombia;Producto B;350,00 €;Tarjeta de débito
27/6/2020;2020;jun;Joaquin Fernandez;Argentina;Producto B;350,00 €;Tarjeta de débito
27/6/2020;2020;jun;Joaquin Blasco;México;Producto A;500,00 €;Transferencia bancaria
27/6/2020;2020;jun;Lourdes Parra;Colombia;Producto A;500,00 €;Tarjeta de débito
27/6/2020;2020;jun;Damian Gomez;España;Producto A;500,00 €;Tarjeta de débito
28/6/2020;2020;jun;Damian Gutierrez;Argentina;Producto C;200,00 €;Tarjeta de crédito
28/6/2020;2020;jun;Damian Redondo;Colombia;Producto D;600,00 €;Tarjeta de crédito
28/6/2020;2020;jun;Carolina Ramos;México;Producto D;600,00 €;Tarjeta de crédito
28/6/2020;2020;jun;Carolina Cano;Colombia;Producto D;600,00 €;Tarjeta de crédito
28/6/2020;2020;jun;Carolina Pacheco;Argentina;Producto B;350,00 €;Tarjeta de débito
28/6/2020;2020;jun;Matias Ramirez;España;Producto D;600,00 €;Transferencia bancaria
28/6/2020;2020;jun;Olga Mariscal;México;Producto D;600,00 €;Tarjeta de crédito
28/6/2020;2020;jun;Valeria alvarez;Chile;Producto D;600,00 €;Transferencia bancaria
29/6/2020;2020;jun;Valeria Bermudez;España;Producto B;350,00 €;Tarjeta de crédito
29/6/2020;2020;jun;Rodrigo Cano;España;Producto C;200,00 €;Tarjeta de crédito
29/6/2020;2020;jun;Ainhoa Molina;Colombia;Producto A;500,00 €;Transferencia bancaria
29/6/2020;2020;jun;Ainhoa Castillo;México;Producto A;500,00 €;Transferencia bancaria
29/6/2020;2020;jun;Rafael Moreno;Chile;Producto A;500,00 €;Transferencia bancaria
29/6/2020;2020;jun;Rafael Soler;Colombia;Producto A;500,00 €;Tarjeta de débito
29/6/2020;2020;jun;Belen Villanueva;México;Producto B;350,00 €;Transferencia bancaria
29/6/2020;2020;jun;Bruno Blasco;Argentina;Producto A;500,00 €;Transferencia bancaria
29/6/2020;2020;jun;Leticia Soria;España;Producto A;500,00 €;Transferencia bancaria
29/6/2020;2020;jun;Leonardo Gonzalez;Colombia;Producto D;600,00 €;Tarjeta de crédito
29/6/2020;2020;jun;Leonardo Ortiz;Argentina;Producto A;500,00 €;Transferencia bancaria
30/6/2020;2020;jun;Leonardo Castillo;México;Producto C;200,00 €;Tarjeta de crédito
30/6/2020;2020;jun;Tania Garcia;Colombia;Producto D;600,00 €;Tarjeta de crédito
30/6/2020;2020;jun;Tania Vega;España;Producto B;350,00 €;Transferencia bancaria
30/6/2020;2020;jun;Tania Ibañez;Argentina;Producto B;350,00 €;Tarjeta de débito
30/6/2020;2020;jun;Ruben Aguilar;Colombia;Producto D;600,00 €;Tarjeta de crédito
30/6/2020;2020;jun;Alba Perez;México;Producto A;500,00 €;Tarjeta de débito
30/6/2020;2020;jun;Tobias Delgado;Colombia;Producto A;500,00 €;Transferencia bancaria
30/6/2020;2020;jun;Agustina Iglesias;Argentina;Producto C;200,00 €;Transferencia bancaria
30/6/2020;2020;jun;Agustina Ortega;España;Producto A;500,00 €;Tarjeta de crédito
30/6/2020;2020;jun;Agustina Herrero;México;Producto D;600,00 €;Tarjeta de crédito
1/7/2020;2020;jul;Agustina Rojas;Chile;Producto A;500,00 €;Transferencia bancaria
1/7/2020;2020;jul;Clara Ramos;España;Producto D;600,00 €;Tarjeta de crédito
1/7/2020;2020;jul;Clara Marin;España;Producto C;200,00 €;Tarjeta de crédito
1/7/2020;2020;jul;Juan Cano;Colombia;Producto A;500,00 €;Tarjeta de débito
1/7/2020;2020;jul;Juan Cruz;México;Producto A;500,00 €;Transferencia bancaria
1/7/2020;2020;jul;Juan Nieto;Chile;Producto D;600,00 €;Tarjeta de débito
1/7/2020;2020;jul;Juan Soler;Colombia;Producto C;200,00 €;Tarjeta de crédito
1/7/2020;2020;jul;Ana Bermudez;México;Producto D;600,00 €;Tarjeta de débito
1/7/2020;2020;jul;Pedro Moreno;Argentina;Producto D;600,00 €;Tarjeta de crédito
1/7/2020;2020;jul;Laura alvarez;España;Producto C;200,00 €;Tarjeta de crédito
1/7/2020;2020;jul;Luis Moya;Colombia;Producto D;600,00 €;Tarjeta de crédito
1/7/2020;2020;jul;Marta Bravo;Argentina;Producto B;350,00 €;Tarjeta de débito
2/7/2020;2020;jul;Marta Carvajal;México;Producto A;500,00 €;Tarjeta de débito
2/7/2020;2020;jul;Marta Franco;Colombia;Producto B;350,00 €;Transferencia bancaria
2/7/2020;2020;jul;Carlos Bermudez;España;Producto B;350,00 €;Transferencia bancaria
2/7/2020;2020;jul;Carlos Benitez;Argentina;Producto D;600,00 €;Transferencia bancaria
2/7/2020;2020;jul;Elena Ortiz;Colombia;Producto D;600,00 €;Tarjeta de crédito
2/7/2020;2020;jul;Elena Nieto;México;Producto C;200,00 €;Transferencia bancaria
2/7/2020;2020;jul;Elena Esteban;Colombia;Producto C;200,00 €;Tarjeta de crédito
2/7/2020;2020;jul;Elena Mariscal;Argentina;Producto B;350,00 €;Tarjeta de débito
2/7/2020;2020;jul;Miguel Leon;España;Producto D;600,00 €;Tarjeta de crédito
2/7/2020;2020;jul;Miguel Ibañez;México;Producto A;500,00 €;Transferencia bancaria
2/7/2020;2020;jul;Miguel Crespo;Chile;Producto B;350,00 €;Transferencia bancaria
2/7/2020;2020;jul;Carmen Mora;España;Producto C;200,00 €;Transferencia bancaria
3/7/2020;2020;jul;Carmen Saenz;España;Producto B;350,00 €;Tarjeta de crédito
3/7/2020;2020;jul;Jorge Navarro;Colombia;Producto B;350,00 €;Tarjeta de débito
3/7/2020;2020;jul;Jorge Caballero;México;Producto B;350,00 €;Tarjeta de débito
3/7/2020;2020;jul;Jorge Herrero;Chile;Producto B;350,00 €;Tarjeta de débito
3/7/2020;2020;jul;Jorge Tejada;Colombia;Producto C;200,00 €;Tarjeta de crédito
3/7/2020;2020;jul;Lucia Ramos;México;Producto C;200,00 €;Tarjeta de débito
3/7/2020;2020;jul;Lucia Carrasco;Argentina;Producto C;200,00 €;Transferencia bancaria
3/7/2020;2020;jul;Andres Hidalgo;España;Producto B;350,00 €;Transferencia bancaria
4/7/2020;2020;jul;Isabel Ortega;Colombia;Producto A;500,00 €;Tarjeta de débito
4/7/2020;2020;jul;Isabel Montes;Argentina;Producto A;500,00 €;Tarjeta de débito
4/7/2020;2020;jul;Roberto Cortes;México;Producto D;600,00 €;Tarjeta de crédito
4/7/2020;2020;jul;Sofia Fernandez;Colombia;Producto D;600,00 €;Tarjeta de crédito
4/7/2020;2020;jul;Fernando Crespo;España;Producto A;500,00 €;Transferencia bancaria
4/7/2020;2020;jul;Paula Lopez;Argentina;Producto D;600,00 €;Tarjeta de crédito
4/7/2020;2020;jul;Paula Cortes;Colombia;Producto C;200,00 €;Tarjeta de crédito
4/7/2020;2020;jul;Sergio Ruiz;México;Producto C;200,00 €;Tarjeta de crédito
4/7/2020;2020;jul;Sergio Ibañez;Colombia;Producto D;600,00 €;Tarjeta de crédito
5/7/2020;2020;jul;Sergio Soler;Argentina;Producto D;600,00 €;Tarjeta de débito
5/7/2020;2020;jul;Sara Garrido;España;Producto A;500,00 €;Tarjeta de débito
5/7/2020;2020;jul;Sara Lorenzo;México;Producto A;500,00 €;Tarjeta de débito
5/7/2020;2020;jul;David Cuesta;Chile;Producto B;350,00 €;Tarjeta de débito
5/7/2020;2020;jul;Patricia Hernandez;España;Producto D;600,00 €;Transferencia bancaria
5/7/2020;2020;jul;Patricia Fuentes;España;Producto A;500,00 €;Transferencia bancaria
5/7/2020;2020;jul;Manuel Saenz;Colombia;Producto A;500,00 €;Tarjeta de débito
5/7/2020;2020;jul;Cristina Sanchez;México;Producto A;500,00 €;Tarjeta de débito
5/7/2020;2020;jul;Cristina Escudero;Chile;Producto B;350,00 €;Transferencia bancaria
5/7/2020;2020;jul;Alberto Soler;Colombia;Producto C;200,00 €;Tarjeta de crédito
5/7/2020;2020;jul;Alberto Soria;México;Producto A;500,00 €;Tarjeta de débito
5/7/2020;2020;jul;Claudia Rosales;Argentina;Producto B;350,00 €;Tarjeta de crédito
6/7/2020;2020;jul;Claudia Saez;España;Producto B;350,00 €;Transferencia bancaria
6/7/2020;2020;jul;Daniel Marin;Colombia;Producto C;200,00 €;Transferencia bancaria
6/7/2020;2020;jul;Daniel Reyes;Argentina;Producto D;600,00 €;Transferencia bancaria
6/7/2020;2020;jul;Rosa Hidalgo;México;Producto A;500,00 €;Tarjeta de débito
6/7/2020;2020;jul;Vicente Gil;Colombia;Producto A;500,00 €;Transferencia bancaria
6/7/2020;2020;jul;Vicente Suarez;España;Producto B;350,00 €;Transferencia bancaria
6/7/2020;2020;jul;Vicente Crespo;Argentina;Producto C;200,00 €;Transferencia bancaria
6/7/2020;2020;jul;Pilar Martin;Colombia;Producto A;500,00 €;Tarjeta de crédito
7/7/2020;2020;jul;Ricardo Blanco;México;Producto A;500,00 €;Transferencia bancaria
7/7/2020;2020;jul;Ricardo Iglesias;Colombia;Producto B;350,00 €;Tarjeta de crédito
7/7/2020;2020;jul;Ricardo Laguna;Argentina;Producto C;200,00 €;Tarjeta de crédito
7/7/2020;2020;jul;Gloria Galvez;España;Producto B;350,00 €;Transferencia bancaria
7/7/2020;2020;jul;Alfonso Mora;México;Producto C;200,00 €;Tarjeta de débito
7/7/2020;2020;jul;Teresa Pascual;Chile;Producto C;200,00 €;Tarjeta de crédito
7/7/2020;2020;jul;Victoria Redondo;España;Producto C;200,00 €;Tarjeta de crédito
7/7/2020;2020;jul;Javier Gallego;España;Producto C;200,00 €;Tarjeta de crédito
7/7/2020;2020;jul;Javier Valero;Colombia;Producto C;200,00 €;Tarjeta de crédito
7/7/2020;2020;jul;Rocio Santiago;México;Producto A;500,00 €;Transferencia bancaria
7/7/2020;2020;jul;Rocio Montero;Chile;Producto C;200,00 €;Tarjeta de crédito
8/7/2020;2020;jul;Hugo Garrido;Colombia;Producto B;350,00 €;Transferencia bancaria
8/7/2020;2020;jul;Hugo Ortega;México;Producto C;200,00 €;Tarjeta de crédito
8/7/2020;2020;jul;Alicia Crespo;Argentina;Producto B;350,00 €;Transferencia bancaria
8/7/2020;2020;jul;Ramon Gutierrez;España;Producto D;600,00 €;Transferencia bancaria
8/7/2020;2020;jul;Ramon Diez;Colombia;Producto A;500,00 €;Tarjeta de débito
8/7/2020;2020;jul;Ramon Tejada;Argentina;Producto D;600,00 €;Tarjeta de crédito
8/7/2020;2020;jul;Natalia Hernandez;México;Producto B;350,00 €;Tarjeta de débito
8/7/2020;2020;jul;Natalia Torres;Colombia;Producto C;200,00 €;Tarjeta de crédito
8/7/2020;2020;jul;Natalia Escudero;España;Producto C;200,00 €;Tarjeta de crédito
8/7/2020;2020;jul;Emilio Martin;Argentina;Producto D;600,00 €;Tarjeta de débito
8/7/2020;2020;jul;Emilio Solis;Colombia;Producto D;600,00 €;Tarjeta de crédito
8/7/2020;2020;jul;Veronica Ramos;México;Producto B;350,00 €;Tarjeta de débito
8/7/2020;2020;jul;Veronica Iglesias;Colombia;Producto C;200,00 €;Transferencia bancaria
8/7/2020;2020;jul;Veronica Herrera;Argentina;Producto B;350,00 €;Transferencia bancaria
8/7/2020;2020;jul;Ivan Arroyo;España;Producto D;600,00 €;Transferencia bancaria
9/7/2020;2020;jul;Beatriz Romero;México;Producto A;500,00 €;Tarjeta de débito
9/7/2020;2020;jul;Gonzalo Solis;Chile;Producto C;200,00 €;Tarjeta de débito
9/7/2020;2020;jul;Gonzalo Saez;España;Producto A;500,00 €;Transferencia bancaria
9/7/2020;2020;jul;Raquel Garcia;España;Producto A;500,00 €;Tarjeta de débito
9/7/2020;2020;jul;Francisco Ruiz;Colombia;Producto A;500,00 €;Transferencia bancaria
9/7/2020;2020;jul;Francisco Garrido;México;Producto D;600,00 €;Tarjeta de débito
9/7/2020;2020;jul;Francisco Pardo;Chile;Producto D;600,00 €;Tarjeta de crédito
9/7/2020;2020;jul;Lorena Fernandez;Colombia;Producto B;350,00 €;Tarjeta de débito
9/7/2020;2020;jul;Pablo Jimenez;México;Producto D;600,00 €;Tarjeta de crédito
9/7/2020;2020;jul;alvaro Roldan;Argentina;Producto B;350,00 €;Tarjeta de crédito
9/7/2020;2020;jul;Cecilia Santiago;España;Producto C;200,00 €;Tarjeta de crédito
9/7/2020;2020;jul;Enrique Romero;Colombia;Producto A;500,00 €;Transferencia bancaria
9/7/2020;2020;jul;Julio Ruiz;Argentina;Producto D;600,00 €;Tarjeta de crédito
9/7/2020;2020;jul;Silvia Alonso;México;Producto A;500,00 €;Transferencia bancaria
9/7/2020;2020;jul;Martin Mendez;Colombia;Producto C;200,00 €;Transferencia bancaria
10/7/2020;2020;jul;Gabriela Nuñez;España;Producto D;600,00 €;Tarjeta de crédito
10/7/2020;2020;jul;Gabriela Galvez;Argentina;Producto B;350,00 €;Transferencia bancaria
10/7/2020;2020;jul;oscar Bravo;Colombia;Producto A;500,00 €;Transferencia bancaria
10/7/2020;2020;jul;Marina Gallego;México;Producto D;600,00 €;Transferencia bancaria
10/7/2020;2020;jul;Esteban Castillo;Colombia;Producto A;500,00 €;Tarjeta de crédito
10/7/2020;2020;jul;Irene Ibañez;Argentina;Producto B;350,00 €;Transferencia bancaria
10/7/2020;2020;jul;Irene Soler;España;Producto B;350,00 €;Tarjeta de débito
10/7/2020;2020;jul;Fabian Molina;México;Producto A;500,00 €;Transferencia bancaria
10/7/2020;2020;jul;Valentina Redondo;Chile;Producto B;350,00 €;Tarjeta de crédito
10/7/2020;2020;jul;Tomas Garrido;España;Producto C;200,00 €;Tarjeta de crédito
10/7/2020;2020;jul;Tomas Vega;España;Producto D;600,00 €;Tarjeta de crédito
10/7/2020;2020;jul;Emilia Villanueva;Colombia;Producto C;200,00 €;Tarjeta de crédito
10/7/2020;2020;jul;Emilia Bautista;México;Producto C;200,00 €;Transferencia bancaria
11/7/2020;2020;jul;Emilia Soria;Argentina;Producto B;350,00 €;Tarjeta de débito
11/7/2020;2020;jul;Cristian Muñoz;Chile;Producto B;350,00 €;Tarjeta de débito
11/7/2020;2020;jul;Cristian Suarez;Colombia;Producto B;350,00 €;Transferencia bancaria
11/7/2020;2020;jul;Cristian Garrido;México;Producto B;350,00 €;Tarjeta de débito
11/7/2020;2020;jul;Cristian Leon;Argentina;Producto C;200,00 €;Transferencia bancaria
11/7/2020;2020;jul;Cristian Blasco;España;Producto D;600,00 €;Transferencia bancaria
11/7/2020;2020;jul;Daniela Sanchez;Colombia;Producto B;350,00 €;Transferencia bancaria
12/7/2020;2020;jul;Daniela Jimenez;Argentina;Producto C;200,00 €;Tarjeta de crédito
12/7/2020;2020;jul;Marcos Ramos;México;Producto B;350,00 €;Tarjeta de débito
12/7/2020;2020;jul;Julieta Lopez;Colombia;Producto B;350,00 €;Transferencia bancaria
12/7/2020;2020;jul;Julieta Solis;España;Producto A;500,00 €;Tarjeta de débito
12/7/2020;2020;jul;Melina Herrera;Argentina;Producto B;350,00 €;Tarjeta de débito
12/7/2020;2020;jul;Adrian Gonzalez;Colombia;Producto D;600,00 €;Tarjeta de crédito
12/7/2020;2020;jul;Adrian Garrido;México;Producto C;200,00 €;Tarjeta de crédito
12/7/2020;2020;jul;Noelia Cuesta;Colombia;Producto C;200,00 €;Tarjeta de crédito
12/7/2020;2020;jul;Amanda Gil;Argentina;Producto D;600,00 €;Tarjeta de crédito
12/7/2020;2020;jul;Amanda Cruz;España;Producto C;200,00 €;Transferencia bancaria
12/7/2020;2020;jul;Amanda Valero;México;Producto C;200,00 €;Tarjeta de crédito
12/7/2020;2020;jul;Jimena Ramos;Chile;Producto C;200,00 €;Transferencia bancaria
12/7/2020;2020;jul;Jimena Villanueva;España;Producto D;600,00 €;Tarjeta de crédito
12/7/2020;2020;jul;Nicolas Parra;España;Producto B;350,00 €;Transferencia bancaria
13/7/2020;2020;jul;Bianca Serrano;Colombia;Producto D;600,00 €;Tarjeta de crédito
13/7/2020;2020;jul;Bianca Nuñez;México;Producto C;200,00 €;Tarjeta de crédito
13/7/2020;2020;jul;Bianca Carrasco;Chile;Producto B;350,00 €;Tarjeta de débito
13/7/2020;2020;jul;Bianca Aguilar;Colombia;Producto A;500,00 €;Transferencia bancaria
13/7/2020;2020;jul;Bianca Soria;México;Producto D;600,00 €;Tarjeta de débito
13/7/2020;2020;jul;Mauricio Moreno;Argentina;Producto B;350,00 €;Tarjeta de crédito
13/7/2020;2020;jul;Mauricio Pacheco;España;Producto D;600,00 €;Tarjeta de crédito
13/7/2020;2020;jul;Florencia Saez;Colombia;Producto D;600,00 €;Tarjeta de crédito
13/7/2020;2020;jul;Florencia Soria;Argentina;Producto D;600,00 €;Tarjeta de crédito
13/7/2020;2020;jul;Sebastian Caballero;México;Producto C;200,00 €;Tarjeta de débito
13/7/2020;2020;jul;Renata Hernandez;Colombia;Producto C;200,00 €;Transferencia bancaria
14/7/2020;2020;jul;Renata Molina;España;Producto A;500,00 €;Transferencia bancaria
14/7/2020;2020;jul;Renata Bermudez;Argentina;Producto A;500,00 €;Tarjeta de crédito
14/7/2020;2020;jul;Joaquin Martin;Colombia;Producto A;500,00 €;Tarjeta de crédito
14/7/2020;2020;jul;Joaquin Arroyo;México;Producto D;600,00 €;Transferencia bancaria
14/7/2020;2020;jul;Joaquin Laguna;Colombia;Producto A;500,00 €;Tarjeta de crédito
14/7/2020;2020;jul;Lourdes Caballero;Argentina;Producto A;500,00 €;Transferencia bancaria
14/7/2020;2020;jul;Lourdes Pascual;España;Producto D;600,00 €;Tarjeta de crédito
14/7/2020;2020;jul;Damian Soler;México;Producto B;350,00 €;Tarjeta de débito
14/7/2020;2020;jul;Carolina Gomez;Chile;Producto B;350,00 €;Tarjeta de débito
14/7/2020;2020;jul;Valeria Hidalgo;España;Producto A;500,00 €;Transferencia bancaria
14/7/2020;2020;jul;Valeria Cuesta;España;Producto D;600,00 €;Tarjeta de débito
14/7/2020;2020;jul;Ainhoa Nuñez;Colombia;Producto D;600,00 €;Tarjeta de crédito
14/7/2020;2020;jul;Ainhoa Cano;México;Producto A;500,00 €;Transferencia bancaria
15/7/2020;2020;jul;Tamara Santos;Chile;Producto D;600,00 €;Tarjeta de débito
15/7/2020;2020;jul;Tamara Rosales;Colombia;Producto B;350,00 €;Transferencia bancaria
15/7/2020;2020;jul;Rafael Pacheco;México;Producto B;350,00 €;Tarjeta de débito
15/7/2020;2020;jul;Bruno Roldan;Argentina;Producto A;500,00 €;Transferencia bancaria
15/7/2020;2020;jul;Leticia Blanco;España;Producto C;200,00 €;Tarjeta de crédito
15/7/2020;2020;jul;Leticia Reyes;Colombia;Producto A;500,00 €;Tarjeta de crédito
15/7/2020;2020;jul;Leonardo Ruiz;Argentina;Producto A;500,00 €;Tarjeta de crédito
15/7/2020;2020;jul;Leonardo Crespo;México;Producto D;600,00 €;Tarjeta de crédito
15/7/2020;2020;jul;Tania Martin;Colombia;Producto C;200,00 €;Tarjeta de débito
15/7/2020;2020;jul;Tania Gutierrez;España;Producto C;200,00 €;Tarjeta de crédito
15/7/2020;2020;jul;Tania Blanco;Argentina;Producto D;600,00 €;Transferencia bancaria
15/7/2020;2020;jul;Tania Roldan;Colombia;Producto B;350,00 €;Transferencia bancaria
15/7/2020;2020;jul;Olivia Peña;México;Producto D;600,00 €;Tarjeta de crédito
16/7/2020;2020;jul;Diego Cruz;Colombia;Producto D;600,00 €;Tarjeta de crédito
16/7/2020;2020;jul;Diego Moya;Argentina;Producto B;350,00 €;Transferencia bancaria
16/7/2020;2020;jul;Diego Blasco;España;Producto C;200,00 €;Transferencia bancaria
16/7/2020;2020;jul;Tobias Pardo;México;Producto A;500,00 €;Transferencia bancaria
16/7/2020;2020;jul;Tobias Bernal;Chile;Producto A;500,00 €;Transferencia bancaria
16/7/2020;2020;jul;Tobias Tejada;España;Producto B;350,00 €;Transferencia bancaria
16/7/2020;2020;jul;Clara Garcia;España;Producto B;350,00 €;Transferencia bancaria
16/7/2020;2020;jul;Clara Serrano;Colombia;Producto B;350,00 €;Transferencia bancaria
16/7/2020;2020;jul;Clara Castillo;México;Producto A;500,00 €;Transferencia bancaria
16/7/2020;2020;jul;Juan Montes;Chile;Producto C;200,00 €;Transferencia bancaria
16/7/2020;2020;jul;Maria Martinez;Colombia;Producto A;500,00 €;Transferencia bancaria
17/7/2020;2020;jul;Maria Ruiz;México;Producto C;200,00 €;Transferencia bancaria
17/7/2020;2020;jul;Maria Valero;Argentina;Producto A;500,00 €;Tarjeta de débito
17/7/2020;2020;jul;Jose Iglesias;España;Producto A;500,00 €;Tarjeta de débito
17/7/2020;2020;jul;Jose Bautista;Colombia;Producto A;500,00 €;Transferencia bancaria
17/7/2020;2020;jul;Ana alvarez;Argentina;Producto C;200,00 €;Tarjeta de crédito
17/7/2020;2020;jul;Ana Valero;México;Producto B;350,00 €;Transferencia bancaria
17/7/2020;2020;jul;Ana Rios;Colombia;Producto B;350,00 €;Tarjeta de débito
17/7/2020;2020;jul;Pedro Torres;España;Producto B;350,00 €;Tarjeta de débito
17/7/2020;2020;jul;Laura Medina;Argentina;Producto C;200,00 €;Tarjeta de débito
17/7/2020;2020;jul;Laura Pacheco;Colombia;Producto C;200,00 €;Transferencia bancaria
17/7/2020;2020;jul;Laura Cuesta;México;Producto C;200,00 €;Tarjeta de crédito
17/7/2020;2020;jul;Carlos Tejada;Colombia;Producto D;600,00 €;Tarjeta de crédito
18/7/2020;2020;jul;Elena Redondo;Argentina;Producto A;500,00 €;Transferencia bancaria
18/7/2020;2020;jul;Jorge Diaz;España;Producto D;600,00 €;Transferencia bancaria
18/7/2020;2020;jul;Andres Gomez;México;Producto A;500,00 €;Transferencia bancaria
